periodo_academico: 202264, curso_codigo: EDUC_3183, curso_nombre: ACADEMIC READING AND WRITIN II, genero: hombre, cantidad_estudiantes: 48
periodo_academico: 202264, curso_codigo: ECON_4109, curso_nombre: ANALISIS TERRITORIAL, genero: hombre, cantidad_estudiantes: 4
periodo_academico: 202264, curso_codigo: ECON_4109, curso_nombre: ANALISIS TERRITORIAL, genero: mujer, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: RELI_3002, curso_nombre: ANTROPOLOGIA, genero: hombre, cantidad_estudiantes: 22
periodo_academico: 202264, curso_codigo: RELI_3002, curso_nombre: ANTROPOLOGIA, genero: mujer, cantidad_estudiantes: 23
periodo_academico: 202264, curso_codigo: RELI_2062, curso_nombre: ANTROPOLOGIA BASICA, genero: hombre, cantidad_estudiantes: 429
periodo_academico: 202264, curso_codigo: RELI_2062, curso_nombre: ANTROPOLOGIA BASICA, genero: mujer, cantidad_estudiantes: 433
periodo_academico: 202264, curso_codigo: TURI_1020, curso_nombre: ANTROPOLOGIA CULTURAL Y TURIS, genero: hombre, cantidad_estudiantes: 19
periodo_academico: 202264, curso_codigo: TURI_1020, curso_nombre: ANTROPOLOGIA CULTURAL Y TURIS, genero: mujer, cantidad_estudiantes: 14
periodo_academico: 202264, curso_codigo: CONT_3031, curso_nombre: APLIC AUDIT FORENS CICLOS TRAN, genero: hombre, cantidad_estudiantes: 23
periodo_academico: 202264, curso_codigo: CONT_3031, curso_nombre: APLIC AUDIT FORENS CICLOS TRAN, genero: mujer, cantidad_estudiantes: 22
periodo_academico: 202264, curso_codigo: CONT_3030, curso_nombre: APLICACIONES DE COSTOS, genero: hombre, cantidad_estudiantes: 108
periodo_academico: 202264, curso_codigo: CONT_3030, curso_nombre: APLICACIONES DE COSTOS, genero: mujer, cantidad_estudiantes: 97
periodo_academico: 202264, curso_codigo: TURI_2014, curso_nombre: AREAS PROTEGIDAS, genero: hombre, cantidad_estudiantes: 9
periodo_academico: 202264, curso_codigo: TURI_2014, curso_nombre: AREAS PROTEGIDAS, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: COMP_5006, curso_nombre: ARQ Y COMP PARALELA, genero: hombre, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: COMP_5006, curso_nombre: ARQ Y COMP PARALELA, genero: mujer, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: DRBD_5003, curso_nombre: ARQ Y SEGURIDAD DE REDES, genero: hombre, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: DRBD_5003, curso_nombre: ARQ Y SEGURIDAD DE REDES, genero: mujer, cantidad_estudiantes: 8
periodo_academico: 202264, curso_codigo: DSOF_4004, curso_nombre: ARQUITECTURA DE APLICACIONES, genero: hombre, cantidad_estudiantes: 6
periodo_academico: 202264, curso_codigo: DSOF_4004, curso_nombre: ARQUITECTURA DE APLICACIONES, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: DSOF_4069, curso_nombre: ARQUITECTURA DE SOFTWARE, genero: hombre, cantidad_estudiantes: 8
periodo_academico: 202264, curso_codigo: DSOF_4069, curso_nombre: ARQUITECTURA DE SOFTWARE, genero: mujer, cantidad_estudiantes: 12
periodo_academico: 202264, curso_codigo: CONT_4030, curso_nombre: AUDIT INT Y ADMIN RIESGOS ERM, genero: hombre, cantidad_estudiantes: 4
periodo_academico: 202264, curso_codigo: CONT_4030, curso_nombre: AUDIT INT Y ADMIN RIESGOS ERM, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: CONT_4028, curso_nombre: AUDITORIA DE GESTION, genero: hombre, cantidad_estudiantes: 47
periodo_academico: 202264, curso_codigo: CONT_4028, curso_nombre: AUDITORIA DE GESTION, genero: mujer, cantidad_estudiantes: 31
periodo_academico: 202264, curso_codigo: FINZ_4056, curso_nombre: AUDITORIA FINANCIERA, genero: hombre, cantidad_estudiantes: 80
periodo_academico: 202264, curso_codigo: FINZ_4056, curso_nombre: AUDITORIA FINANCIERA, genero: mujer, cantidad_estudiantes: 67
periodo_academico: 202264, curso_codigo: CONT_4006, curso_nombre: AUDITORIA I, genero: hombre, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: CONT_4006, curso_nombre: AUDITORIA I, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: CONT_1015, curso_nombre: AUDITORIA II, genero: hombre, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: CONT_1015, curso_nombre: AUDITORIA II, genero: mujer, cantidad_estudiantes: 14
periodo_academico: 202264, curso_codigo: CONT_5002, curso_nombre: AUDITORIA III, genero: hombre, cantidad_estudiantes: 29
periodo_academico: 202264, curso_codigo: CONT_5002, curso_nombre: AUDITORIA III, genero: mujer, cantidad_estudiantes: 40
periodo_academico: 202264, curso_codigo: SIST_5006, curso_nombre: AUDITORIA INFORMATICA, genero: hombre, cantidad_estudiantes: 46
periodo_academico: 202264, curso_codigo: SIST_5006, curso_nombre: AUDITORIA INFORMATICA, genero: mujer, cantidad_estudiantes: 38
periodo_academico: 202264, curso_codigo: MATE_1091, curso_nombre: CALCULO, genero: hombre, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: MATE_1091, curso_nombre: CALCULO, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: TURI_3014, curso_nombre: CIUDAD Y TURISMO, genero: hombre, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: TURI_3014, curso_nombre: CIUDAD Y TURISMO, genero: mujer, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: COME_1005, curso_nombre: COMERCIO EXTERIOR, genero: hombre, cantidad_estudiantes: 29
periodo_academico: 202264, curso_codigo: COME_3002, curso_nombre: COMERCIO EXTERIOR, genero: hombre, cantidad_estudiantes: 72
periodo_academico: 202264, curso_codigo: COME_1005, curso_nombre: COMERCIO EXTERIOR, genero: mujer, cantidad_estudiantes: 32
periodo_academico: 202264, curso_codigo: COME_3002, curso_nombre: COMERCIO EXTERIOR, genero: mujer, cantidad_estudiantes: 72
periodo_academico: 202264, curso_codigo: TURI_4015, curso_nombre: COMPETITIVIDAD DESTINOS TURIST, genero: hombre, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: TURI_4015, curso_nombre: COMPETITIVIDAD DESTINOS TURIST, genero: mujer, cantidad_estudiantes: 4
periodo_academico: 202264, curso_codigo: ADMI_4082, curso_nombre: COMPORTAMIENTO ORGANIZACIONAL, genero: hombre, cantidad_estudiantes: 180
periodo_academico: 202264, curso_codigo: ADMI_4082, curso_nombre: COMPORTAMIENTO ORGANIZACIONAL, genero: mujer, cantidad_estudiantes: 191
periodo_academico: 202264, curso_codigo: COMP_1000, curso_nombre: COMPUTACION, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: CONT_4010, curso_nombre: COMPUTACION APLICADA, genero: hombre, cantidad_estudiantes: 4
periodo_academico: 202264, curso_codigo: CONT_4010, curso_nombre: COMPUTACION APLICADA, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: COMP_1078, curso_nombre: COMPUTACION Y SOCIEDAD, genero: hombre, cantidad_estudiantes: 36
periodo_academico: 202264, curso_codigo: COMP_1081, curso_nombre: COMPUTACION Y SOCIEDAD, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: COMP_1078, curso_nombre: COMPUTACION Y SOCIEDAD, genero: mujer, cantidad_estudiantes: 50
periodo_academico: 202264, curso_codigo: CONT_4033, curso_nombre: CONTABILIDAD AGRARIA, genero: hombre, cantidad_estudiantes: 131
periodo_academico: 202264, curso_codigo: CONT_4033, curso_nombre: CONTABILIDAD AGRARIA, genero: mujer, cantidad_estudiantes: 106
periodo_academico: 202264, curso_codigo: CONT_2015, curso_nombre: CONTABILIDAD BANCARIA, genero: hombre, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: CONT_2015, curso_nombre: CONTABILIDAD BANCARIA, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: CONT_2027, curso_nombre: CONTABILIDAD CORPORATIVA, genero: hombre, cantidad_estudiantes: 66
periodo_academico: 202264, curso_codigo: CONT_2027, curso_nombre: CONTABILIDAD CORPORATIVA, genero: mujer, cantidad_estudiantes: 46
periodo_academico: 202264, curso_codigo: CONT_3026, curso_nombre: CONTABILIDAD DE COSTOS, genero: hombre, cantidad_estudiantes: 103
periodo_academico: 202264, curso_codigo: CONT_3026, curso_nombre: CONTABILIDAD DE COSTOS, genero: mujer, cantidad_estudiantes: 104
periodo_academico: 202264, curso_codigo: CONT_2032, curso_nombre: CONTABILIDAD DE COSTOS OPERATI, genero: hombre, cantidad_estudiantes: 14
periodo_academico: 202264, curso_codigo: CONT_2032, curso_nombre: CONTABILIDAD DE COSTOS OPERATI, genero: mujer, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: CONT_3025, curso_nombre: CONTABILIDAD DE INSTITUC FINAN, genero: hombre, cantidad_estudiantes: 52
periodo_academico: 202264, curso_codigo: CONT_3025, curso_nombre: CONTABILIDAD DE INSTITUC FINAN, genero: mujer, cantidad_estudiantes: 48
periodo_academico: 202264, curso_codigo: CONT_1085, curso_nombre: CONTABILIDAD FINANCIERA, genero: hombre, cantidad_estudiantes: 117
periodo_academico: 202264, curso_codigo: CONT_1085, curso_nombre: CONTABILIDAD FINANCIERA, genero: mujer, cantidad_estudiantes: 124
periodo_academico: 202264, curso_codigo: CONT_2025, curso_nombre: CONTABILIDAD FINANCIERA AVANZA, genero: hombre, cantidad_estudiantes: 179
periodo_academico: 202264, curso_codigo: CONT_2025, curso_nombre: CONTABILIDAD FINANCIERA AVANZA, genero: mujer, cantidad_estudiantes: 161
periodo_academico: 202264, curso_codigo: CONT_5006, curso_nombre: CONTABILIDAD GERENCIAL, genero: hombre, cantidad_estudiantes: 44
periodo_academico: 202264, curso_codigo: CONT_5023, curso_nombre: CONTABILIDAD GERENCIAL, genero: hombre, cantidad_estudiantes: 14
periodo_academico: 202264, curso_codigo: CONT_5006, curso_nombre: CONTABILIDAD GERENCIAL, genero: mujer, cantidad_estudiantes: 40
periodo_academico: 202264, curso_codigo: CONT_5023, curso_nombre: CONTABILIDAD GERENCIAL, genero: mujer, cantidad_estudiantes: 14
periodo_academico: 202264, curso_codigo: CONT_2028, curso_nombre: CONTABILIDAD GUBERNAMENTAL, genero: hombre, cantidad_estudiantes: 117
periodo_academico: 202264, curso_codigo: CONT_3017, curso_nombre: CONTABILIDAD GUBERNAMENTAL, genero: hombre, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: CONT_2028, curso_nombre: CONTABILIDAD GUBERNAMENTAL, genero: mujer, cantidad_estudiantes: 111
periodo_academico: 202264, curso_codigo: CONT_3017, curso_nombre: CONTABILIDAD GUBERNAMENTAL, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: EDUC_4116, curso_nombre: CONTRASTIVE GRAMMAR, genero: hombre, cantidad_estudiantes: 19
periodo_academico: 202264, curso_codigo: EDUC_4116, curso_nombre: CONTRASTIVE GRAMMAR, genero: mujer, cantidad_estudiantes: 9
periodo_academico: 202264, curso_codigo: DERE_3050, curso_nombre: CONTRATACION PUBLICA, genero: hombre, cantidad_estudiantes: 120
periodo_academico: 202264, curso_codigo: DERE_3050, curso_nombre: CONTRATACION PUBLICA, genero: mujer, cantidad_estudiantes: 124
periodo_academico: 202264, curso_codigo: TURI_4014, curso_nombre: COSMOVISION ANDINA, genero: hombre, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: TURI_4014, curso_nombre: COSMOVISION ANDINA, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: CONT_4029, curso_nombre: COSTOS RELEV PARA TOMA DECISIO, genero: hombre, cantidad_estudiantes: 4
periodo_academico: 202264, curso_codigo: CONT_4029, curso_nombre: COSTOS RELEV PARA TOMA DECISIO, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: LITE_4003, curso_nombre: CULTURE AND LITERATURE IN ENGL, genero: hombre, cantidad_estudiantes: 18
periodo_academico: 202264, curso_codigo: LITE_4003, curso_nombre: CULTURE AND LITERATURE IN ENGL, genero: mujer, cantidad_estudiantes: 17
periodo_academico: 202264, curso_codigo: EDUC_4111, curso_nombre: CUR DSING FR ACADM AND SPCIF P, genero: hombre, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: EDUC_4111, curso_nombre: CUR DSING FR ACADM AND SPCIF P, genero: mujer, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: EDUC_4112, curso_nombre: CURRICLM FUNDTS PRNCPLS AND IS, genero: hombre, cantidad_estudiantes: 12
periodo_academico: 202264, curso_codigo: EDUC_4112, curso_nombre: CURRICLM FUNDTS PRNCPLS AND IS, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: FDCE_4001, curso_nombre: CURRICULUM AND MATERIALS, genero: hombre, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: FDCE_4001, curso_nombre: CURRICULUM AND MATERIALS, genero: mujer, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: UTPL_3000, curso_nombre: CURSO DE ACTUALIZACION, genero: hombre, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: UTPL_3000, curso_nombre: CURSO DE ACTUALIZACION, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: DERE_1181, curso_nombre: DERECHO LABORAL, genero: hombre, cantidad_estudiantes: 106
periodo_academico: 202264, curso_codigo: DERE_1181, curso_nombre: DERECHO LABORAL, genero: mujer, cantidad_estudiantes: 114
periodo_academico: 202264, curso_codigo: DERE_1182, curso_nombre: DERECHO TRIBUTARIO, genero: hombre, cantidad_estudiantes: 114
periodo_academico: 202264, curso_codigo: DERE_4054, curso_nombre: DERECHO TRIBUTARIO, genero: hombre, cantidad_estudiantes: 169
periodo_academico: 202264, curso_codigo: DERE_1182, curso_nombre: DERECHO TRIBUTARIO, genero: mujer, cantidad_estudiantes: 133
periodo_academico: 202264, curso_codigo: DERE_4054, curso_nombre: DERECHO TRIBUTARIO, genero: mujer, cantidad_estudiantes: 169
periodo_academico: 202264, curso_codigo: ECON_4002, curso_nombre: DESARROLLO ECONOMICO, genero: hombre, cantidad_estudiantes: 31
periodo_academico: 202264, curso_codigo: ECON_4002, curso_nombre: DESARROLLO ECONOMICO, genero: mujer, cantidad_estudiantes: 31
periodo_academico: 202264, curso_codigo: ADMI_3025, curso_nombre: DESARROLLO EMPRES NUEVOS NEGOC, genero: hombre, cantidad_estudiantes: 30
periodo_academico: 202264, curso_codigo: ADMI_3025, curso_nombre: DESARROLLO EMPRES NUEVOS NEGOC, genero: mujer, cantidad_estudiantes: 33
periodo_academico: 202264, curso_codigo: ADMI_1043, curso_nombre: DESARROLLO EMPRESARIAL, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: RELI_3005, curso_nombre: DESARROLLO ESPIRITUAL III, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: TURI_5000, curso_nombre: DESARROLLO TRAB PRACTICUM 4, genero: hombre, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: TURI_5000, curso_nombre: DESARROLLO TRAB PRACTICUM 4, genero: mujer, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: ADMI_5071, curso_nombre: DIRECCION ESTRATEGICA, genero: hombre, cantidad_estudiantes: 85
periodo_academico: 202264, curso_codigo: ADMI_5071, curso_nombre: DIRECCION ESTRATEGICA, genero: mujer, cantidad_estudiantes: 72
periodo_academico: 202264, curso_codigo: HOTE_5003, curso_nombre: DIRECCION HOTELERA, genero: hombre, cantidad_estudiantes: 6
periodo_academico: 202264, curso_codigo: HOTE_5003, curso_nombre: DIRECCION HOTELERA, genero: mujer, cantidad_estudiantes: 4
periodo_academico: 202264, curso_codigo: EDUC_4117, curso_nombre: DISCOURSE ANALYSIS, genero: hombre, cantidad_estudiantes: 16
periodo_academico: 202264, curso_codigo: EDUC_4117, curso_nombre: DISCOURSE ANALYSIS, genero: mujer, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: TURI_3016, curso_nombre: DISEÑO DE PRODUCTOS TURISTICOS, genero: hombre, cantidad_estudiantes: 10
periodo_academico: 202264, curso_codigo: TURI_3016, curso_nombre: DISEÑO DE PRODUCTOS TURISTICOS, genero: mujer, cantidad_estudiantes: 6
periodo_academico: 202264, curso_codigo: CONT_3029, curso_nombre: DISEÑO DE SISTEMAS DE COSTOS, genero: hombre, cantidad_estudiantes: 35
periodo_academico: 202264, curso_codigo: CONT_3029, curso_nombre: DISEÑO DE SISTEMAS DE COSTOS, genero: mujer, cantidad_estudiantes: 42
periodo_academico: 202264, curso_codigo: RELI_1001, curso_nombre: DOCTRINA SOCIAL DE LA IGLESIA, genero: hombre, cantidad_estudiantes: 75
periodo_academico: 202264, curso_codigo: RELI_1001, curso_nombre: DOCTRINA SOCIAL DE LA IGLESIA, genero: mujer, cantidad_estudiantes: 84
periodo_academico: 202264, curso_codigo: ADMI_4083, curso_nombre: E-COMMERCE, genero: hombre, cantidad_estudiantes: 29
periodo_academico: 202264, curso_codigo: ADMI_4083, curso_nombre: E-COMMERCE, genero: mujer, cantidad_estudiantes: 14
periodo_academico: 202264, curso_codigo: ECON_3043, curso_nombre: ECONOMETRIA AVANZADA, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: ECON_3039, curso_nombre: ECONOMETRIA BASICA, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: ECON_3039, curso_nombre: ECONOMETRIA BASICA, genero: mujer, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: ECMA_4003, curso_nombre: ECONOMETRIA II, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: ECMA_4004, curso_nombre: ECONOMETRIA III, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: ECON_4108, curso_nombre: ECONOMIA AMBIENTAL Y DE REC NA, genero: hombre, cantidad_estudiantes: 20
periodo_academico: 202264, curso_codigo: ECON_4108, curso_nombre: ECONOMIA AMBIENTAL Y DE REC NA, genero: mujer, cantidad_estudiantes: 16
periodo_academico: 202264, curso_codigo: ECON_2035, curso_nombre: ECONOMIA DE LA EMPRESA Y MERCA, genero: hombre, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: ECON_2035, curso_nombre: ECONOMIA DE LA EMPRESA Y MERCA, genero: mujer, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: ECON_5013, curso_nombre: ECONOMIA INTERNACIONAL, genero: hombre, cantidad_estudiantes: 1
periodo_academico: 202264, curso_codigo: ECON_5077, curso_nombre: ECONOMIA INTERNACIONAL, genero: hombre, cantidad_estudiantes: 11
periodo_academico: 202264, curso_codigo: ECON_5077, curso_nombre: ECONOMIA INTERNACIONAL, genero: mujer, cantidad_estudiantes: 7
periodo_academico: 202264, curso_codigo: ECON_5014, curso_nombre: ECONOMIA POLITICA, genero: hombre, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: ADMI_1127, curso_nombre: ECONOMIA POPULAR Y SOLIDARIA, genero: hombre, cantidad_estudiantes: 33
periodo_academico: 202264, curso_codigo: ADMI_1127, curso_nombre: ECONOMIA POPULAR Y SOLIDARIA, genero: mujer, cantidad_estudiantes: 38
periodo_academico: 202264, curso_codigo: MATE_3100, curso_nombre: ECUACIONES DIFER Y MET NUMER, genero: hombre, cantidad_estudiantes: 29
periodo_academico: 202264, curso_codigo: MATE_3100, curso_nombre: ECUACIONES DIFER Y MET NUMER, genero: mujer, cantidad_estudiantes: 26
periodo_academico: 202264, curso_codigo: FDSE_4007, curso_nombre: EDUCATIONAL RESEARCH I, genero: hombre, cantidad_estudiantes: 5
periodo_academico: 202264, curso_codigo: FDSE_4007, curso_nombre: EDUCATIONAL RESEARCH I, genero: mujer, cantidad_estudiantes: 8
periodo_academico: 202264, curso_codigo: ADMI_5079, curso_nombre: EMPREN CON BASE TECNOLOGICA II, genero: hombre, cantidad_estudiantes: 2
periodo_academico: 202264, curso_codigo: ADMI_5079, curso_nombre: EMPREN CON BASE TECNOLOGICA II, genero: mujer, cantidad_estudiantes: 3
periodo_academico: 202264, curso_codigo: ADMI_4038, curso_nombre: EMPRENDIMIENTO, genero: hombre, cantidad_estudiantes: 348
periodo_academico: 202264, curso_codigo: ADMI_4038, curso_nombre: EMPRENDIMIENTO, genero: mujer, cantidad_estudiantes: 335
periodo_academico: 202264, curso_codigo: EDUC_2118, curso_nombre: ENGLISH LAN: LIST AND SPEAK IV, genero: hombre, cantidad_estudiantes: 45
periodo_academico: 202264, curso_codigo: EDUC_2118, curso_nombre: ENGLISH LAN: LIST AND SPEAK IV, genero: mujer, cantidad_estudiantes: 58
periodo_academico: 202264, curso_codigo: EDUC_3112, curso_nombre: ENGLISH LAN: LISTE AND SPE III, genero: hombre, cantidad_estudiantes: 78
periodo_academico: 202264, curso_codigo: EDUC_3112, curso_nombre: ENGLISH LAN: LISTE AND SPE III, genero: mujer, cantidad_estudiantes: 56
periodo_academico: 202264, curso_codigo: EDUC_3111, curso_nombre: ENGLISH LAN: READ AND WRIT III, genero: hombre, cantidad_estudiantes: 73
periodo_academico: 202264, curso_codigo: EDUC_3111, curso_nombre: ENGLISH LAN: READ AND WRIT III, genero: mujer, cantidad_estudiantes: 60
periodo_academico: 202264, curso_codigo: EDUC_2119, curso_nombre: ENGLISH LAN: READ AND WRIT IV, genero: hombre, cantidad_estudiantes: 57
periodo_academico: 202264, curso_codigo: EDUC_2119, curso_nombre: ENGLISH LAN: READ AND WRIT IV, genero: mujer, cantidad_estudiantes: 55
periodo_academico: 202264, curso_codigo: FDCE_1075, curso_nombre: ENGLISH LANG: LIST AND SPEA II, genero: hombre, cantidad_estudiantes: 62
periodo_academico: 202264, curso_codigo: FDCE_1075, curso_nombre: ENGLISH LANG: LIST AND SPEA II, genero: mujer, cantidad_estudiantes: 74
periodo_academico: 202264, curso_codigo: FDCE_1074, curso_nombre: ENGLISH LANG: LIST AND SPEAK I, genero: hombre, cantidad_estudiantes: 159
